geneId	nbUmis	nbIsoformSet	nbIsoformNotSet
RP23-355L10.10	1	0	1
Gli3	186	0	186
Gli2	17	0	17
Tmed10	764	610	154
Macrod2	891	360	531
Fam188b2	1	0	1
RP23-427M10.2	2	0	2
Macrod1	44	9	35
Ttc9c	299	130	169
Ttc9b	1486	1432	54
Rbm12b1	36	4	32
Cyp7b1	24	12	12
Rbm12b2	70	13	57
RP24-220P21.4	28	28	0
RP24-245L7.3	2	0	2
RP23-214E3.10	2	2	0
RP23-256D19.2	1	0	1
Ficd	23	8	15
RP24-144H23.1	1	0	1
Gm16437	4	4	0
RP24-559A5.2	4	1	3
RP24-144H23.5	1	1	0
RP23-29H22.5	2	2	0
RP23-29H22.3	2	0	2
RP23-317N11.7	1	0	1
Ttc21a	3	0	3
Oca2	7	0	7
Dmrtc1a	2	0	2
RP23-429E18.1	1	0	1
RP23-429E18.2	3	0	3
RP23-330O8.1	3	0	3
Rpl36-ps3	285	285	0
Prkrip1	441	311	130
Rpl36-ps2	100	100	0
Rlim	222	35	187
Ttc7b	40	4	36
Ero1lb	165	1	164
RP24-281E22.3	27	27	0
RP23-131F7.4	3	3	0
Trmu	181	67	114
RP23-430N15.6	1	1	0
RP23-430N15.2	8	1	7
Apex1	1454	1308	146
Trmo	14	9	5
Pfas	35	4	31
RP23-430N15.7	6	6	0
RP23-410F8.1	81	0	81
Fig4	77	23	54
Echs1	668	592	76
Uqcr10	2016	1736	280
Apex2	79	53	26
Uqcr11	1986	1921	65
Chd1l	21	8	13
RP23-182J19.2	4	0	4
RP23-216M21.4	19	5	14
Suv39h1	120	38	82
Slc30a10	61	9	52
Cobll1	7	0	7
Irs1	35	4	31
Suv39h2	146	58	88
Sptssa	29	18	11
Fam109a	248	189	59
Sptssb	1	0	1
Irs2	95	68	27
Irs3	1	0	1
Fam109b	1	0	1
Aldh9a1	79	27	52
RP23-315E20.1	4	1	3
Yif1b	428	311	117
Yif1a	267	234	33
RP23-145N17.1	40	3	37
Rangap1	608	252	356
RP23-148G12.3	2	0	2
AC134411.3	2	2	0
AC134411.2	1	0	1
AC122915.2	4	4	0
Cep295nl	2	0	2
Figf	1	1	0
RP23-333I12.1	1	1	0
RP24-458F14.4	1	1	0
RP24-458F14.3	14	0	14
RP23-333I12.3	1	0	1
Fign	63	10	53
Rprd1a	96	21	75
Gria4	93	4	89
Rprd1b	195	23	172
Gria3	72	1	71
RP23-82I13.10	2	2	0
Gria2	1368	123	1245
Rps12l1	74	74	0
RP24-390G17.1	133	0	133
Gria1	532	56	476
RP24-390G17.2	1	1	0
RP24-244I20.2	28	28	0
2810403A07Rik	343	63	280
RP23-323L3.4	2	2	0
RP23-323L3.7	1	1	0
Glo1	694	634	60
Glmn	113	23	90
Glmp	141	113	28
Hopx	69	65	4
Ajuba	25	16	9
Crebzf	146	53	93
RP23-438D3.3	1	1	0
RP24-282C4.10	2	2	0
Efhb	8	0	8
Stxbp5l	72	41	31
Uckl1	145	98	47
RP24-282C4.13	2	2	0
Rpl18-ps1	6	6	0
Rpl18-ps2	439	439	0
RP23-331D17.4	2	0	2
Rln1	33	31	2
ZNF654	81	5	76
RP23-286G12.4	1	1	0
Erich5	1	1	0
Erich6	3	0	3
Erich3	11	0	11
Mir28a	16	16	0
Ppp5c	476	344	132
Erich1	239	50	189
Erich2	8	0	8
RP23-392P11.4	253	47	206
Sord	58	39	19
Skp1a	1067	611	456
Fam105a	13	9	4
RP23-32L5.5	1	0	1
RP23-17F2.4	2	2	0
RP23-17F2.2	42	42	0
RP24-339I11.4	1	1	0
RP24-497H18.4	50	50	0
Rasl11b	172	93	79
Grid2	12	0	12
RP24-339I11.1	3	3	0
Rasl11a	55	44	11
RP23-284P20.1	8	8	0
RP23-333I5.4	1	1	0
RP23-333I5.3	4	4	0
Srbd1	106	15	91
Golt1b	62	14	48
RP23-333I5.2	12	12	0
Grid1	20	0	20
RP24-339I11.6	12	12	0
RP23-333I5.1	2	2	0
RP23-333I5.7	13	13	0
RP23-333I5.6	2	2	0
RP23-333I5.5	2	2	0
Stoml1	314	150	164
Stoml2	675	462	213
RP23-333I5.9	2	2	0
Ogfrl1	125	63	62
RP23-230C2.2	11	4	7
Ppp6c	290	206	84
AC132147.1	1	1	0
RP24-142P6.5	7143	7143	0
RP23-358M4.7	1	0	1
RP24-353A8.1	3	3	0
RP24-353A8.2	1	0	1
RP23-291N19.2	1	0	1
Mir296	16	16	0
Sos2	40	1	39
Sos1	92	0	92
Col15a1	9	0	9
Rint1	175	58	117
Hs3st4	50	0	50
Ubash3b	127	41	86
Cd59a	5	3	2
Hs3st1	129	107	22
Cd59b	9	5	4
Hs3st2	10	5	5
Gls2	5	3	2
Hs3st5	40	12	28
Hs3st6	2	0	2
Fam107a	2	0	2
Fam107b	315	186	129
Pfkl	281	181	100
RP23-369P21.3	1	0	1
RP24-170C14.2	2	2	0
Glrb	49	15	34
RP23-369P21.2	1	1	0
RP24-142E6.2	25	25	0
RP24-142E6.3	313	313	0
Txnl1	1101	924	177
RP24-142E6.4	65	65	0
RP24-142E6.5	77	77	0
RP24-142E6.6	1	1	0
Pfkm	304	140	164
Pfkp	69	13	56
Irx1	1	1	0
Hnrnpul2	296	22	274
Hnrnpul1	472	109	363
RP24-225A16.5	11	0	11
E130208F15Rik	1	1	0
RP24-225A16.3	6	6	0
Dcdc2b	5	1	4
Efl1	57	0	57
Irx3	1	0	1
Dcdc2a	4	0	4
RP23-386K20.6	6	6	0
RP23-386K20.2	2	1	1
Rasl10b	42	8	34
AC100735.2	2	2	0
RP23-127A21.1	4	3	1
RP24-98O21.4	24	24	0
RP23-300I3.1	3	0	3
RP23-251M14.4	3	3	0
Sox3	28	28	0
RP23-251M14.5	2	0	2
Sox2	923	923	0
Rfesd	124	110	14
AC113029.6	41	41	0
Sox1	142	142	0
Sox9	447	44	403
Sox8	81	20	61
Sox6	187	1	186
Sox5	424	52	372
Sox4	11252	11252	0
Mir301	45	45	0
Mipol1	11	0	11
RP24-282C4.9	54	54	0
CH25-11N3.2	3	2	1
RP23-371A16.3	34	34	0
RP23-371A16.4	28	28	0
Glrx	134	103	31
Dcp1a	125	18	107
Dcp1b	112	30	82
RP24-282C4.4	2	2	0
Cttnbp2	1021	536	485
Cant1	139	57	82
Ncaph2	466	218	248
Pfn4	39	28	11
Pfn1	1028	977	51
Pfn3	4	4	0
Pfn2	3519	3043	476
Pola2	96	42	54
RP24-303G10.1	20	20	0
Pola1	66	1	65
Gm996	7	0	7
RP23-471L1.5	1	1	0
Dynlt1c	988	903	85
RP24-532A16.2	1	0	1
Dynlt1b	30	1	29
Dynlt1a	713	591	122
Ocln	2	1	1
Dynlt1f	853	796	57
Saraf	1009	735	274
RP23-220N19.1	3	1	2
Slc5a3	40	0	40
Lca5l	14	0	14
Slc5a5	7	0	7
Fis1	1764	1695	69
Slc5a7	3	0	3
Gltp	106	90	16
RP23-311O20.1	1	1	0
Slc5a6	27	12	15
RP24-192I1.1	49	0	49
AC103635.1	54	3	51
RP23-372N15.1	15	2	13
Slc5a8	2	0	2
Kremen2	6	0	6
Kremen1	13	0	13
RP23-389D15.1	177	0	177
Tollip	149	76	73
RP23-311O20.2	12	0	12
RP23-226O20.9	11	11	0
RP23-372N15.4	37	37	0
Mllt11	5911	5545	366
AC119897.2	3	3	0
Mllt10	540	7	533
AC119897.1	642	590	52
RP23-226O20.3	62	29	33
RP24-294K15.7	1	1	0
Rps16-ps2	1771	1771	0
Grik5	133	5	128
Grik2	85	4	81
Grik1	7	0	7
RP23-191A12.5	1	0	1
Grik4	29	0	29
Grik3	94	0	94
RP24-536G18.1	1	0	1
Hars2	125	55	70
Glul	95	1	94
RP24-294K15.4	28	28	0
March4	37	5	32
Dcp2	136	48	88
March3	6	0	6
RP23-432C4.2	4	2	2
Mir339	5	5	0
March6	215	7	208
Mir338	14	14	0
March5	1019	805	214
March8	245	10	235
March7	518	125	393
March9	111	45	66
AC119884.2	107	107	0
Dyrk1a	118	0	118
Mkrn3	68	68	0
Dyrk1b	75	18	57
RP23-307B15.1	23	0	23
Prorsd1	63	51	12
Mkrn2	209	83	126
Mkrn1	1404	1017	387
Mir340	1	1	0
Mir342	4	4	0
Mir341	1	1	0
Krt20	1	0	1
March2	378	228	150
March1	163	1	162
RP23-342N3.2	1	1	0
Cntrl	137	9	128
Mir326	39	39	0
RP23-342N3.3	114	8	106
Mir325	2	2	0
RP24-194N4.6	5	4	1
Mir329	1	1	0
Gm4950	2	2	0
Nmrk1	30	18	12
RP23-284F8.1	101	80	21
Incenp	201	62	139
Ncapd2	204	14	190
Ncapd3	303	0	303
Gm3625	1	1	0
Srsf11	2914	502	2412
Srsf12	78	15	63
Srsf10	1089	772	317
RP24-252O10.4	2	2	0
RP24-236C17.3	3	0	3
RP24-236C17.2	3	1	2
Ttbk2	89	0	89
Rasl2-9	1	1	0
Ttbk1	94	0	94
Plscr1	20	6	14
Dcps	439	410	29
Plscr4	10	1	9
RP24-67F19.6	2	2	0
Plscr3	200	114	86
RP24-67F19.7	7	7	0
RP24-421H8.3	1	0	1
RP24-67F19.2	1	1	0
RP24-456P10.1	80	31	49
Zc3hav1l	44	21	23
Mir30a	1	1	0
Ncapg2	119	6	113
AC141209.3	2	0	2
Cfap126	4	2	2
Mir320	17	17	0
Grin1	64	4	60
CHDC2	2	0	2
Dpysl2	594	4	590
Dpysl3	6398	4533	1865
Dpysl4	306	157	149
Grip1	283	3	280
Dpysl5	1427	73	1354
Krt17	1	0	1
Noxo1	9	0	9
RP24-103K4.2	2	0	2
RP23-257F18.1	7	7	0
Grina	768	509	259
Gm3608	7	0	7
Krt12	3	0	3
Krt10	357	17	340
Lrpprc	75	3	72
RP23-318I19.2	7	7	0
Srgap1	246	0	246
RP23-207N15.7	2	2	0
RP24-336M17.2	1	1	0
Srgap2	377	3	374
Polg2	54	19	35
Srgap3	215	3	212
Ocrl	200	41	159
AC125459.1	1	0	1
Tmod1	9	3	6
Pcid2	153	102	51
RP23-243H19.2	10	0	10
RP23-243H19.1	2	0	2
Prune	118	55	63
Tmod2	677	265	412
Tmod3	244	110	134
Mill2	1	0	1
RP23-431M7.4	1	1	0
RP23-207N15.6	67	27	40
Grip2	19	0	19
RP23-207N15.3	65	3	62
Pkmyt1	95	52	43
Iscu	551	412	139
Cybrd1	24	5	19
Slc52a2	95	58	37
Tsc2	120	7	113
Tsc1	241	4	237
RP23-421C24.1	2	1	1
Ccnyl1	45	0	45
H1foo	1	0	1
RP23-97A19.1	1	0	1
Krt79	3	0	3
RP23-75J13.3	18	18	0
Fiz1	325	158	167
Olig2	79	39	40
RP23-286I5.3	149	70	79
Olig1	124	124	0
RP23-286I5.2	3	3	0
Krt73	3	2	1
RP24-364K9.3	13	0	13
RP23-211P15.1	161	0	161
RP23-189L19.4	7	7	0
RP23-189L19.6	135	94	41
RP24-377E5.1	2	0	2
RP23-189L19.7	1	0	1
RP24-358M18.1	3	0	3
RP23-347J22.1	2	0	2
RP23-347J22.3	1	0	1
Pcif1	652	382	270
RP24-460E12.3	23	23	0
Metrnl	18	12	6
Pou5f2	31	31	0
Fyco1	83	62	21
RP24-555D5.1	1	1	0
RP24-555D5.2	1	0	1
Cfap100	8	4	4
RP24-299M10.1	5	5	0
RP23-184I13.8	9	9	0
Cntln	156	12	144
RP23-161F5.2	2	0	2
RP23-184I13.6	11	11	0
RP23-184I13.7	69	69	0
RP23-161F5.4	9	0	9
RP23-184I13.4	9	9	0
Cntn4	17	0	17
RP23-184I13.5	18	18	0
Cntn3	2	0	2
Cntn2	1019	5	1014
RP23-184I13.3	4	4	0
Dctd	84	33	51
Cntn1	95	4	91
RP23-184I13.1	2	2	0
Mir133a-1	1	1	0
Cntn6	20	1	19
Cntn5	61	2	59
Auts2	3085	10	3075
Oxld1	102	80	22
Tsfm	354	315	39
RP23-83P19.1	1	0	1
RP24-230A23.4	5	0	5
AC121823.2	1	0	1
RP24-230A23.1	1	1	0
Fdft1	920	451	469
RP23-286M22.2	3	3	0
RP23-286M22.1	2	2	0
RP24-366D9.1	42	0	42
Hpdl	1	1	0
Gadd45gip1	704	688	16
Angpt1	34	3	31
RP23-418K7.1	7	7	0
Angpt2	6	0	6
RP24-365B9.2	2	0	2
RP23-114F4.4	6	6	0
RP24-365B9.1	14	14	0
Pold2	278	152	126
Pold1	110	23	87
RP23-114F4.2	3	3	0
RP23-114F4.3	12	12	0
Hpca	53	35	18
Pold4	169	139	30
RP23-298F22.4	165	165	0
Pold3	187	72	115
RP24-88M7.1	1	1	0
RP23-457F4.2	16	0	16
RP23-114E15.9	3	0	3
S100pbp	66	6	60
Pole3	495	403	92
Spen	322	0	322
Pole2	21	0	21
RP24-325M3.2	1	1	0
Etaa1os	15	7	8
Pole4	478	424	54
RP23-248P8.1	16	16	0
RP23-258C13.1	1	1	0
Spg7	274	97	177
RP23-198J15.1	65	22	43
Gm16503	2	2	0
Tshr	7	1	6
Krt82	1	0	1
RP23-31O16.1	1	1	0
Ptpn18	24	1	23
Ptpn11	334	3	331
Ptpn12	124	7	117
RP24-571A14.6	7	0	7
Ptpn13	35	3	32
Ptpn14	5	0	5
Smug1	57	19	38
Hsh2d	1	0	1
RP24-312B12.1	31	24	7
A430046D13Rik	28	3	25
RP23-13K8.1	1	1	0
Sardh	3	0	3
RP23-95I19.1	7	7	0
RP23-13K8.3	1	1	0
Ptpn22	1	0	1
Speg	47	12	35
RP24-400M20.1	17	17	0
Ptpn23	102	0	102
Dcxr	50	45	5
Ptpn21	18	0	18
Marcks	3497	1263	2234
Spi1	15	13	2
Eepd1	68	37	31
RP24-383H12.2	1	1	0
Ism1	4	0	4
RP24-92K17.5	589	589	0
AC115901.1	3	0	3
RP24-62P21.1	280	280	0
Commd8	445	365	80
Commd9	564	357	207
Hpgd	10	0	10
Tnrc18	328	0	328
RP24-95D6.2	1	1	0
Tsix	9	0	9
Isl1	164	104	60
Wipf3	65	3	62
Lpgat1	249	50	199
Wipf2	158	1	157
Arhgap5	427	11	416
Isl2	1	0	1
Wipf1	7	2	5
Arhgap4	2	0	2
Gmds	135	97	38
Arhgap1	171	48	123
RP23-290O4.2	6	0	6
RP23-3L20.5	1	0	1
Tubgcp2	214	35	179
Arhgap9	4	1	3
RP23-3L20.3	8	8	0
Arhgap8	2	0	2
RP23-108F2.9	17	17	0
RP23-250G8.9	9	9	0
Tex29	9	2	7
Ncstn	95	19	76
Tex26	28	5	23
Tslp	1	0	1
RP23-192G18.7	7	2	5
Rpl7a-ps7	7	7	0
Tex22	3	0	3
Rpl7a-ps5	15	15	0
Rpl7a-ps3	1	1	0
Man2c1os	8	5	3
RP24-511H12.4	22	22	0
RP24-511H12.3	19	6	13
RP24-511H12.2	10	10	0
RP23-159A20.1	20	20	0
RP23-159A20.2	11	11	0
RP23-413G24.2	2	2	0
Tsks	2	0	2
RP23-413G24.1	65	65	0
Gmfb	319	174	145
RP24-369P14.1	1	1	0
Gmfg	5	3	2
RP24-341K21.12	3	0	3
Tex30	13	0	13
L3hypdh	88	9	79
Tsku	7	1	6
AC132148.3	5	0	5
Gm27263	1	1	0
Islr	8	1	7
RP24-225G11.2	3	3	0
RP24-225G11.1	2	0	2
Snx19	43	6	37
RP23-105K2.3	282	0	282
Cdyl2	32	12	20
Snx18	129	71	58
RP23-310J6.1	37	37	0
Snx15	192	148	44
RP23-310J6.3	3	0	3
Snx14	43	1	42
RP23-292G1.5	1	0	1
Snx17	616	481	135
RP24-74G12.3	6	0	6
Jkamp	1084	609	475
Snx16	339	189	150
Tnfrsf4	1	0	1
RP23-429E19.4	7	7	0
RP23-429E19.5	12	12	0
Gmip	231	16	215
Ddb1	673	189	484
Ddb2	49	4	45
Clec4a1	2	1	1
Clec4a3	1	0	1
Adcy3	133	1	132
RP23-223O9.2	1	0	1
Snx22	5	1	4
Snx21	273	144	129
RP23-118E21.11	3	3	0
RP23-68O7.2	6	6	0
Adcy1	53	0	53
Snx24	116	39	77
RP23-51A12.1	1	1	0
Adcy2	14	1	13
RP24-158L2.1	15	1	14
Adcy7	4	0	4
Ispd	61	20	41
Adcy8	1	0	1
Adcy5	61	1	60
Snx20	12	2	10
Adcy6	47	0	47
Snx29	137	0	137
Adcy9	20	3	17
Rmi2	28	5	23
Armc2	56	13	43
Armc1	624	421	203
Gpat4	302	103	199
Tex15	5	0	5
RP24-72H18.4	6	0	6
Rmi1	93	65	28
Armc3	15	1	14
Snx25	14	0	14
Tex14	2	0	2
Armc6	269	127	142
RP23-9N11.5	1	1	0
Snx27	360	157	203
Armc5	54	14	40
RP24-95N3.3	28	28	0
Myzap	2	0	2
Tex10	108	43	65
RP24-95N3.2	73	73	0
RP23-459L15.3	54	54	0
Pcgf1	117	62	55
RP23-459L15.2	1	0	1
Aspdh	7	0	7
RP23-289P8.1	1	1	0
RP23-459L15.7	1	1	0
Dda1	1224	1027	197
RP23-329L1.1	59	42	17
RP23-459L15.8	1	1	0
Tnfrsf9	5	0	5
Lhfpl3	17	0	17
Lhfpl2	37	6	31
Lhfpl5	30	25	5
RP23-101J23.2	1	0	1
Lhfpl4	302	1	301
Snx33	7	2	5
Armc8	181	67	114
Armc7	55	29	26
Snx32	179	64	115
RP23-428I9.3	9	2	7
Armc9	47	0	47
RP23-391M18.4	1	1	0
Snx31	1	0	1
Snx30	87	18	69
RP23-428I9.6	2	0	2
Chrdl1	3	0	3
RP23-312P22.1	9	0	9
Cyp4x1os	3	0	3
Odc1	1321	756	565
Tsr3	417	176	241
RP23-209F17.1	1	1	0
Pcgf6	158	4	154
Fam110a	379	84	295
Pcgf3	459	36	423
Fam110b	743	430	313
Pbdc1	460	379	81
Pcgf2	430	1	429
Pcgf5	51	11	40
Ormdl1	10	0	10
Commd4	705	521	184
Commd6	432	402	30
Commd7	531	448	83
RP23-281J12.2	1	1	0
Commd1	1	0	1
Commd2	583	533	50
Commd3	1557	1406	151
RP24-532L14.3	18	0	18
RP24-531D19.1	1	1	0
RP24-532L14.2	4	2	2
RP23-38E14.1	125	0	125
Ormdl2	120	101	19
Crispld2	2	0	2
Ormdl3	475	401	74
Crispld1	4	1	3
RP23-34E4.1	15	5	10
Sephs2	176	176	0
Sephs1	247	112	135
RP23-210N16.4	15	0	15
P2ry13	2	0	2
P2ry12	10	6	4
Fam111a	92	40	52
P2ry14	11	2	9
Pxdc1	31	24	7
Snx11	172	112	60
Tsr2	166	121	45
Syvn1	65	4	61
Snx10	450	236	214
Tsr1	119	20	99
Tspo	56	43	13
Snx13	91	7	84
Snx12	187	99	88
RP24-91G8.7	1	1	0
RP23-306G1.12	2	2	0
RP24-91G8.4	8	8	0
Nab1	57	14	43
Nab2	15	5	10
RP23-179K11.8	27	27	0
Cse1l	225	32	193
Naaa	25	12	13
Mir384	1	1	0
Mir383	2	2	0
Rabggta	147	86	61
Rabggtb	296	173	123
Nup160	145	3	142
Fitm2	35	15	20
Pygo2	81	28	53
Pygo1	189	23	166
Rims1	88	0	88
Rims2	263	5	258
Rims3	35	8	27
Rims4	22	1	21
RP23-158O11.5	2	2	0
Ist1	226	51	175
RP23-187B11.11	3	0	3
Egfr	43	2	41
RP23-187B11.10	4	4	0
RP23-187B11.15	47	47	0
RP23-187B11.16	2	2	0
RP23-187B11.14	10	10	0
Nup155	135	2	133
Mir370	1	1	0
Pmaip1	28	8	20
RP23-204N23.3	9	9	0
Nup153	101	4	97
Malsu1	475	382	93
Spop	578	316	262
RP23-204N23.1	1	1	0
RP23-356I5.3	3	0	3
AC102055.4	3	3	0
Gm3511	27	27	0
Hprt	202	159	43
Mir34b	8	8	0
Jarid2	195	7	188
RP24-542M6.2	32	32	0
RP23-188F24.2	7	0	7
RP23-188F24.1	6	0	6
RP23-359O5.5	5	5	0
RP23-105B8.2	3	3	0
Naca	9549	7709	1840
Nup188	81	0	81
RP23-325E4.5	20	2	18
Hpse	1	0	1
Pgk1	1356	1206	150
Nae1	443	270	173
RP23-105D19.1	1	1	0
Sprn	16	6	10
Scube3	15	0	15
Scube2	1	0	1
Scube1	86	0	86
Etohd2	23	9	14
Hps1	80	16	64
Odf2	337	44	293
Gmnn	262	213	49
Hps5	47	0	47
Hps6	8	8	0
RP23-55A5.5	2	2	0
RP23-62I23.3	30	0	30
Hps3	34	1	33
Hps4	178	28	150
Filip1l	50	9	41
RP24-297J20.4	24	24	0
Krt222	3	2	1
AC122771.3	1	1	0
AC132242.1	298	166	132
RP23-213H20.2	1	0	1
RP24-297J20.6	2	0	2
RP24-297J20.5	1	0	1
Pphln1	235	52	183
Isy1	48	0	48
Ilkap	805	478	327
Col16a1	8	0	8
RP23-101D13.1	1	0	1
Etohi1	41	36	5
RP23-198P13.1	2	2	0
Fam117b	196	18	178
Sptb	5	0	5
Fam117a	7	3	4
Gm27299	1	1	0
Pgm3	152	103	49
Pgk1-rs7	10	10	0
Pgm2	87	58	29
Pgm5	1	0	1
RP24-366J14.5	1	1	0
Yaf2	432	358	74
Pgm1	99	54	45
RP23-460F21.1	575	575	0
RP24-366J14.1	3	0	3
RP24-257M14.2	1	0	1
RP24-257M14.3	28	28	0
Anxa11	1	0	1
Gmps	516	94	422
Ddi2	28	0	28
Gmpr	106	62	44
Sar1b	787	638	149
Fam118a	161	37	124
RP23-274I9.2	1	0	1
Sar1a	747	497	250
Fam118b	380	164	216
Plag1	18	1	17
RP23-170I24.2	78	78	0
Naf1	77	2	75
RP23-127A20.4	19	0	19
Nadk	345	168	177
Aph1a	120	47	73
Aph1b	129	46	83
Aph1c	29	19	10
Gm3550	21	21	0
Tubgcp6	33	0	33
Tubgcp5	220	9	211
Tubgcp4	193	40	153
Tubgcp3	94	39	55
Aldh8a1	1	0	1
Naga	57	19	38
Zmiz2	558	0	558
Zmiz1	779	81	698
Nagk	455	168	287
Pi15	2	0	2
Rmst	104	5	99
Pi16	14	0	14
RP24-447J10.1	9	4	5
Wipi2	388	125	263
RP24-447J10.2	4	0	4
Wipi1	66	23	43
RP24-81I4.2	1	1	0
Mfap4	400	296	104
Mfap5	5	1	4
Apoa1bp	861	638	223
RP24-76M8.4	4	4	0
RP24-76M8.1	8	1	7
Mfap2	1144	805	339
Mfap3	612	100	512
RP23-242O9.1	257	3	254
Tnpo3	434	132	302
Tnpo2	174	0	174
Tnpo1	184	18	166
RP23-259L1.2	2	2	0
RP24-402O2.2	2	0	2
Khdrbs1	2132	1409	723
RP23-242O9.2	1	0	1
Nup133	114	24	90
Khdrbs3	388	35	353
Spock1	73	0	73
Khdrbs2	795	308	487
Spock2	125	17	108
Spock3	6	4	2
Ufsp2	206	92	114
Pgls	1615	1468	147
Ufsp1	46	46	0
Tiam1	178	2	176
RP23-184H3.1	9	9	0
Tiam2	2292	6	2286
RP23-184H3.3	1	0	1
AC155158.1	944	880	64
Ginm1	105	46	59
Pih1d2	20	8	12
AC130827.3	1	0	1
AC130827.2	115	11	104
RP23-335C3.10	2	2	0
Pih1d1	385	277	108
RP23-184H3.5	22	22	0
Ei24	543	368	175
RP23-52F6.1	12	12	0
RP23-142N2.1	11	0	11
RP23-142N2.2	1	1	0
RP23-142N2.3	3	3	0
8030462N17Rik	1	0	1
AC166938.2	2	1	1
RP23-143P18.2	14	14	0
RP23-365O6.2	6	0	6
RP23-365O6.1	1	1	0
RP23-360N1.4	3	0	3
Sowahc	69	69	0
Dcaf12l2	1	1	0
Dcaf12l1	75	40	35
RP24-255G1.8	51	51	0
Sowaha	18	18	0
Pgs1	224	114	110
Nup107	73	16	57
Cyp27b1	1	0	1
Gtpbp10	52	11	41
RP23-280G3.2	9	0	9
Gskip	193	125	68
RP23-205C7.1	1	1	0
RP23-416G20.2	6	1	5
RP23-179J18.2	1	1	0
Tial1	415	169	246
Egr1	272	26	246
Egr2	3	1	2
Egr3	15	0	15
Egr4	7	1	6
Adck1	105	51	54
Adck2	35	18	17
Adck5	166	65	101
RP24-465N15.2	2	2	0
Adck3	10	3	7
Adck4	53	0	53
RP23-326A12.1	13	0	13
Rhbdf2	2	0	2
Mettl4-ps1	2	0	2
Rpap3	182	85	97
Cyp27a1	5	0	5
Rpap2	123	56	67
Rpap1	65	8	57
RP24-375O19.4	1	0	1
RP24-465N15.1	84	19	65
Rhbdf1	24	5	19
Trnau1ap	578	349	229
Srrm4os	1	0	1
4931409K22Rik	14	0	14
Ddr2	3	0	3
Caml	558	485	73
RP23-180N22.1	1	1	0
RP23-380L19.3	1	1	0
RP23-388H13.4	163	124	39
RP23-363K7.1	7	2	5
Caly	307	240	67
RP23-160G19.3	7	0	7
RP23-363K7.4	31	31	0
Mettl11b	1	1	0
Calu	473	107	366
RP23-160G19.7	53	0	53
RP23-160G19.4	3	0	3
Calr	2706	1964	742
Slc6a1	202	9	193
Slc6a4	2	0	2
RP23-160G19.9	1	1	0
Rpain	245	202	43
Slc6a6	395	53	342
Cap1	55	21	34
Slc6a8	246	7	239
Slc6a9	15	2	13
RP24-388M1.4	3	0	3
RP23-55A6.4	4	0	4
RP23-55A6.5	13	0	13
RP24-388M1.8	5	0	5
Matn4	5	0	5
RP24-122N24.4	83	83	0
Matn2	15	2	13
RP24-122N24.3	5	5	0
Matn3	2	0	2
RP24-122N24.2	87	87	0
RP24-122N24.1	6	6	0
Rhbdd1	17	5	12
Rhbdd2	169	67	102
Rhbdd3	98	8	90
RP23-70E1.1	1	0	1
RP23-207H18.3	150	142	8
RP23-207H18.2	1	0	1
Dot1l	218	25	193
RP23-341E13.1	3	3	0
RP23-223C17.3	1	0	1
Fjx1	257	257	0
Camp	4	0	4
Ddr1	280	53	227
Yap1	34	6	28
Zfp955a	38	29	9
Zfp955b	329	91	238
RP24-327F2.1	4	4	0
RP24-441E15.4	14	14	0
Itch	515	145	370
RP24-441E15.2	1	1	0
Gins2	176	157	19
Gins1	194	139	55
RP23-282L6.2	12	12	0
Gins4	297	263	34
Gins3	47	25	22
Canx	740	117	623
Arhgap11a	42	4	38
Grhl3	1	0	1
Grhl2	1	0	1
Grhl1	2	0	2
Cap2	128	46	82
Car3	37	21	16
Car2	71	53	18
Car1	1	0	1
Pwwp2a	143	41	102
Racgap1	367	169	198
Ttc1	481	396	85
AC117211.2	2	0	2
Capg	10	2	8
Nanp	4	0	4
Ttc9	114	31	83
Ttc8	157	54	103
Ttc7	27	0	27
Ttc6	1	0	1
Ttc5	220	132	88
RP24-176M3.1	24	24	0
Ttc4	450	200	250
Ttc3	7603	375	7228
Pwwp2b	8	5	3
Nans	657	564	93
RP23-50E10.7	8	8	0
RP23-50E10.3	39	39	0
RP23-50E10.4	21	21	0
RP23-50E10.5	72	72	0
Prtn3	136	50	86
Ttf2	35	3	32
Ttf1	100	1	99
Srd5a3	58	38	20
Srd5a1	7	0	7
Car9	2	0	2
Car8	17	11	6
Pou4f1	7	0	7
Mir129-2	1	1	0
Car7	7	0	7
AC084109.5	4	2	2
Pou4f3	1	1	0
RP24-108J19.1	9	0	9
Napa	793	656	137
Cars	260	88	172
RP23-236D19.11	1	0	1
Napb	140	5	135
Matr3	859	0	859
Carf	67	1	66
RP23-252K7.5	4	4	0
Napg	301	103	198
RP23-252K7.7	10	0	10
RP23-54G12.5	20	0	20
RP23-54G12.8	2	0	2
RP23-182F9.7	1	0	1
RP23-50E10.1	367	367	0
RP23-50E10.2	69	69	0
RP23-288N9.2	1	1	0
Yars	631	373	258
Cast	2	0	2
RP24-490A17.1	1	1	0
Casr	1	0	1
Cask	150	1	149
Gnal	146	21	125
Nasp	1793	831	962
Ring1	224	154	70
Ttc41	4	0	4
Gnaq	652	10	642
Ighmbp2	30	3	27
Gnas	6519	5161	1358
Cfap206	3	1	2
AW011738	12	12	0
Npepl1	82	45	37
Grhpr	86	70	16
RP24-491I24.3	2	0	2
CAAA01093177.1	9	9	0
Narf	447	180	267
RP24-491I24.2	4	0	4
